gene,value
ADVE02_v2_10471,31.31847022
ADVE02_v2_10472,29.8895922
ADVE02_v2_10473,10.73318023
ADVE02_v2_10474,7.051162554
ADVE02_v2_10475,11.9301621
ADVE02_v2_10476,1.639052449
ADVE02_v2_10477,45.22924617
ADVE02_v2_10478,265.2018226
ADVE02_v2_10479,4.559178648
ADVE02_v2_10480,2.443166334
ADVE02_v2_10481,11.94254704
ADVE02_v2_10482,8.817591784
ADVE02_v2_10483,23.87190227
ADVE02_v2_10484,7.247234277
ADVE02_v2_10485,3.416503693
ADVE02_v2_10486,5.097583205
ADVE02_v2_10487,7.026889246
ADVE02_v2_10488,3.105300687
ADVE02_v2_10489,5.344753222
ADVE02_v2_10490,4.818395608
ADVE02_v2_10491,9.315756392
ADVE02_v2_10492,13.18928488
ADVE02_v2_10493,6.362950781
ADVE02_v2_10494,1.163775493
ADVE02_v2_10495,2.004997023
ADVE02_v2_10496,1.803916597
ADVE02_v2_10497,5.164244764
ADVE02_v2_10498,8.852810986
ADVE02_v2_10499,8.103864985
ADVE02_v2_10500,27.32268609
ADVE02_v2_10501,136.2728615
ADVE02_v2_10502,149.0367051
ADVE02_v2_10503,98.84428108
ADVE02_v2_10504,15.56458259
ADVE02_v2_10505,54.95393004
ADVE02_v2_10506,52.57685144
ADVE02_v2_10507,34.6530869
ADVE02_v2_10508,30.8958491
ADVE02_v2_10509,35.44901653
ADVE02_v2_10510,21.63767223
ADVE02_v2_10511,20.57643621
ADVE02_v2_10512,12.90416259
ADVE02_v2_10513,26.21740218
ADVE02_v2_10514,16.95130731
ADVE02_v2_10515,40.00009704
ADVE02_v2_10516,119.3730792
ADVE02_v2_10517,61.12936034
ADVE02_v2_10518,171.4956859
ADVE02_v2_10519,6.952542673
ADVE02_v2_10520,34.02597301
ADVE02_v2_10521,26.27195479
ADVE02_v2_10522,15.07163926
ADVE02_v2_10523,142.8197478
ADVE02_v2_10524,169.5470065
ADVE02_v2_10525,13.41860037
ADVE02_v2_10526,5.225004567
ADVE02_v2_10527,85.36601833
ADVE02_v2_10528,35.4123422
ADVE02_v2_10529,5.781555653
ADVE02_v2_10530,22.88195622
ADVE02_v2_10531,52.0799691
ADVE02_v2_10532,7.624183198
ADVE02_v2_10533,16.09522421
ADVE02_v2_10534,31.6527863
ADVE02_v2_10535,13.25538505
ADVE02_v2_10536,35.54360415
ADVE02_v2_10537,43.06124117
ADVE02_v2_10538,23.84438327
ADVE02_v2_10539,17.4575467
ADVE02_v2_10540,44.03877246
ADVE02_v2_10541,62.48642989
ADVE02_v2_10542,45.71687955
ADVE02_v2_10543,51.29066851
ADVE02_v2_10544,60.4343005
ADVE02_v2_10545,73.69203587
ADVE02_v2_10546,217.8266191
ADVE02_v2_10547,282.837721
ADVE02_v2_10548,35.47502117
ADVE02_v2_10549,40.03293565
ADVE02_v2_10550,37.80521847
ADVE02_v2_10551,24.76533955
ADVE02_v2_10552,7.911470868
ADVE02_v2_10553,32.69247504
ADVE02_v2_10554,69.43702403
ADVE02_v2_10555,39.43519427
ADVE02_v2_10556,60.92691512
ADVE02_v2_10557,219.5695074
ADVE02_v2_10558,150.3187481
ADVE02_v2_10559,22.69414396
ADVE02_v2_10560,11.12070858
ADVE02_v2_10561,50.48640692
