gene,value
ADVE02_v2_10692,47.35141444
ADVE02_v2_10693,8.036713763
ADVE02_v2_10694,18.35477089
ADVE02_v2_10695,87.5152305
ADVE02_v2_10696,89.6269382
ADVE02_v2_10697,40.76310001
ADVE02_v2_10698,6.487112226
ADVE02_v2_10699,3.995377276
ADVE02_v2_10700,5.115111051
ADVE02_v2_10701,282.5908653
ADVE02_v2_10702,54.21603127
ADVE02_v2_10703,9.873205643
ADVE02_v2_10704,4.142018456
ADVE02_v2_10705,10.594673
ADVE02_v2_10706,21.79011481
ADVE02_v2_10707,8.3687579
ADVE02_v2_10708,11.40853399
ADVE02_v2_10709,46.75352389
ADVE02_v2_10710,70.32920198
ADVE02_v2_10711,18.07028822
ADVE02_v2_10712,10.37832032
ADVE02_v2_10713,151.2608425
ADVE02_v2_10714,195.2495046
ADVE02_v2_10715,93.99659067
ADVE02_v2_10716,20.94986257
ADVE02_v2_10717,18.77635215
ADVE02_v2_10718,51.76179791
ADVE02_v2_10719,200.9291861
ADVE02_v2_10720,59.19590235
ADVE02_v2_10721,78.30541101
ADVE02_v2_10722,64.95187454
ADVE02_v2_10723,38.53020061
ADVE02_v2_10724,7.089308866
ADVE02_v2_10725,9.809531365
ADVE02_v2_10726,120.4777577
ADVE02_v2_10727,24.04840448
ADVE02_v2_10728,85.41133499
ADVE02_v2_10729,15.52134956
ADVE02_v2_10730,34.51579213
ADVE02_v2_10731,75.26556146
ADVE02_v2_10732,34.35698077
ADVE02_v2_10733,64.72956
ADVE02_v2_10734,20.93801742
ADVE02_v2_10735,11.4634341
ADVE02_v2_10736,11.69898858
ADVE02_v2_10737,44.34722626
ADVE02_v2_10738,43.33100294
ADVE02_v2_10739,9.323756024
ADVE02_v2_10740,185.3344027
ADVE02_v2_10741,19.17773196
ADVE02_v2_10742,50.67841205
ADVE02_v2_10743,25.40326594
ADVE02_v2_10744,212.9402812
ADVE02_v2_10745,353.116944
ADVE02_v2_10746,43.7978183
ADVE02_v2_10747,223.6660601
ADVE02_v2_10748,13.5405751
ADVE02_v2_10749,65.67078496
ADVE02_v2_10750,109.9836575
ADVE02_v2_10751,28.89448876
ADVE02_v2_10752,6.725483005
ADVE02_v2_10753,19.73949713
ADVE02_v2_10754,807.3692177
ADVE02_v2_10755,30.53879921
ADVE02_v2_10756,101.876125
ADVE02_v2_10757,9.949801116
ADVE02_v2_10758,10.03238032
ADVE02_v2_10759,371.4717112
ADVE02_v2_10760,767.0409246
ADVE02_v2_10761,123.4238327
ADVE02_v2_10762,8.474190472
ADVE02_v2_10763,24.78426766
ADVE02_v2_10764,34.13551851
ADVE02_v2_10765,104.015444
ADVE02_v2_10766,11.41831913
ADVE02_v2_10767,21.02031234
ADVE02_v2_10768,22.05999078
ADVE02_v2_10769,8.054834276
ADVE02_v2_10770,5.306481551
ADVE02_v2_10771,3.727321876
ADVE02_v2_10772,5.143042554
ADVE02_v2_10773,27.03619737
ADVE02_v2_10774,131.0937138
ADVE02_v2_10775,228.393099
ADVE02_v2_10776,96.18985778
ADVE02_v2_10777,60.13917229
ADVE02_v2_10778,610.2259128
